case_id,Case Status,Unnamed: 2,Product Phase,Concept Year_year,Concept Year_year_raw,Concept Year_year_qualifier,Prototype Year_year,Prototype Year_year_raw,Prototype Year_year_qualifier,Commercial Year_year,Commercial Year_year_raw,Commercial Year_year_qualifier,Patent mentions biomim*?,Academia or Industry,Company or Institution Name,Innovator?,Product Name,Product Description,Aerospace or Transport?,Mimic,Mimic Description,Sustainability?,Kingdom,Group,Phylum,Mimic System,Mimic Subsystem,Mimic Suprasystem,BioM Intensity,Bioutilization?,Species Utilized,Is this product Biomimetic?,Is this an Ecosystem Service,Process Type,Source(s),"Do the official or commercial product descriptions or journal article by developer mention inspir*, Biom*, Bioni*, or mimi*?",Third Party,Product Biomimetic Description Word,Word Category,Country,Continent,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,display_name,biom_type_function,biom_type_form,biom_type_process,biom_type_interaction,biom_type_na,country_iso3,country_name_canonical
458,"Complete, no interview",,Commercially Available,2016.0,2016,,,,,,,,True,,3EO Health,True,Paper-Based Diagnostics,Paper-based synthetic gene networks as next-generation diagnostic technology for global healthcare crises including epidemics and pandemics.,,Synthetic gene regulatory networks,Bioinspired by natural transcription factors and gene expression circuits,False,Animalia,Chordates,,Organelle,Molecule,Cell,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/paper-based-diagnostics/,,,,,,,,,,,,,Paper-Based Diagnostics,False,False,True,False,False,,
459,"Complete, no interview",,Commercially Available,2017.0,2017,,,,,,,,True,,StataDX,True,eRapid,"Handheld multiplexed electrochemical sensor platform for fast, accurate, portable diagnostics applicable to a wide range of disease biomarkers.",,Enzyme-based electrochemical biosensing,Bioinspired by enzyme-substrate electrochemical detection in living systems,False,Animalia,Chordates,,Organelle,Molecule,Cell,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/erapid-multiplexed-electrochemical-sensors-for-fast-accurate-portable-diagnostics/,,,,,,,,,,,,,eRapid,False,False,True,False,False,,
460,"Complete, no interview",,In Development,2021.0,2021,,,,,,,,False,,,True,Extracellular Vesicles for Biomarker Detection,Non-invasive method identifying biomarkers of disease across cell types using extracellular vesicles to develop diagnostics and monitoring systems.,,Cell-derived extracellular vesicles,Bioutilizes naturally secreted extracellular vesicles from cells as biomarker carriers,False,Animalia,Chordates,,Tissue,Cell,Organ,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/extracellular-vesicles-for-biomarker-detection/,,,,,,,,,,,,,Extracellular Vesicles for Biomarker Detection,False,False,True,False,False,,
461,"Complete, no interview",,In Development,2020.0,2020,,,,,,,,False,,,True,Passive Directional Valve Technology,"Passive directional valves enabling smaller and more complex microfluidics for diagnostics, drug development, and tissue engineering applications.",,Biological one-way valves (venous; heart valves),Biomimics one-way biological valves (venous valves heart valves) for fluid flow,False,Animalia,Chordates,,Population,Organism,Community,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/passive-directional-valve-technology-towards-more-user-friendly-and-accessible-microfluidic-devices-for-diagnostic-and-research-applications/,,,,,,,,,,,,,Passive Directional Valve Technology,False,True,False,False,False,,
462,"Complete, no interview",,In Development,2021.0,2021,,,,,,,,False,,,True,Soft Hydrogel Electrodes,Soft conductive hydrogels matching physical properties of the human brain for creating electrodes and implantable devices improving brain-machine interfaces.,,Brain tissue extracellular matrix,Biomimics the soft mechanical properties of brain ECM for implantable electrodes,False,Animalia,Chordates,,Organ,Tissue,Organ System,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/soft-hydrogel-electrodes-for-better-safer-implants/,,,,,,,,,,,,,Soft Hydrogel Electrodes,False,True,False,False,False,,
463,"Complete, no interview",,In Development,2022.0,2022,,,,,,,,False,,,True,Sparkle,Novel chemistry-based instant fluorescent biosensors for real-time imaging and wide variety of diagnostic and research applications.,,Protein-ligand binding chemistry,Bioutilizes protein binding chemistry for instant fluorescent detection,False,Animalia,Chordates,,Organelle,Molecule,Cell,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/sparkle-instant-biosensors-for-real-time-imaging/,,,,,,,,,,,,,Sparkle,False,False,True,False,False,,
464,"Complete, no interview",,In Development,2022.0,2022,,,,,,,,False,,,True,directEsense,Electrochemical biosensors using novel surface chemistry for portable point-of-care diagnostics to detect disease biomarkers in animals and humans.,,Enzyme surface chemistry,Bioutilizes enzyme-based surface chemistry for biosensor construction,False,Animalia,Chordates,,Organelle,Molecule,Cell,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/directesense-revolutionizing-animal-diagnostic-testing-at-the-point-of-care/,,,,,,,,,,,,,directEsense,False,False,True,False,False,,
465,"Complete, no interview",,In Development,2021.0,2021,,,,,,,,False,,,True,wFDCF Face Masks,Wearable face mask diagnostic integrating freeze-dried cell-free synthetic biology for COVID-19 detection at point of care.,,Cell-free gene expression,Bioutilizes cell-free gene expression machinery (transcription-translation),False,Animalia,Chordates,,Tissue,Cell,Organ,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/wfdcf-face-masks-a-wearable-covid-19-diagnostic/,,,,,,,,,,,,,wFDCF Face Masks,False,False,True,False,False,,
466,"Complete, no interview",,In Development,2022.0,2022,,,,,,,,False,,,True,Rapid Metabolite-Sensing for Blood Lactate,"Real-time point-of-care system measuring blood lactate levels as indicator of severity and mortality risk in sepsis, cardiac arrest, stroke, and other conditions.",,Enzyme-based metabolite sensing,Bioutilizes enzyme-based electrochemical lactate detection analogous to cellular metabolism,False,Animalia,Chordates,,Organelle,Molecule,Cell,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/rapid-metabolite-sensing-system-for-blood-lactate/,,,,,,,,,,,,,Rapid Metabolite-Sensing for Blood Lactate,False,False,True,False,False,,
467,"Complete, no interview",,In Development,2021.0,2021,,,,,,,,False,,,True,abbieSense,Diagnostic test measuring histamine levels for anaphylaxis detection and management in people with severe allergies.,,Antibody/aptamer molecular recognition,Bioutilizes antibody/aptamer molecular recognition for histamine binding,False,Animalia,Chordates,,Organelle,Molecule,Cell,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/abbiesense-anaphylaxis-diagnostic/,,,,,,,,,,,,,abbieSense,False,False,True,False,False,,
468,"Complete, no interview",,Commercially Available,2016.0,2016,,,,,,,,True,,Torus Biosystems,True,Toehold Switches,Synthetic biology gene circuits that recognize environmental molecules and regulate gene activities for diagnostic and therapeutic applications.,,RNA regulatory elements (riboswitches),Bioinspired by natural RNA riboswitch gene regulatory elements,False,Animalia,Chordates,,Organelle,Molecule,Cell,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/toehold-switches-for-synthetic-biology/,,,,,,,,,,,,,Toehold Switches,False,False,True,False,False,,
469,"Complete, no interview",,In Development,2021.0,2021,,,,,,,,False,,WurQ,True,Project Abbie,"Wearable continuous monitoring device for anaphylaxis prevention in people at risk of severe allergic reactions triggered by foods, materials, or medications.",,Mast cell anaphylaxis biology,Bioinspired by mast cell degranulation biology in anaphylaxis response,False,Animalia,Chordates,,Tissue,Cell,Organ,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/project-abbie/,,,,,,,,,,,,,Project Abbie,False,False,True,False,False,,
470,"Complete, no interview",,In Development,2022.0,2022,,,,,,,,False,,Lactation Biologics,True,Lactation Biologics,Long-lasting self-injectable treatment to help nursing mothers increase milk production naturally for better infant nutrition.,,Mammary gland lactation biology,Biomimics and bioutilizes mammary gland lactogenic hormone biology,False,Animalia,Chordates,,Organ System,Organ,Organism,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/lactation-biologics-increasing-milk-production-for-healthier-babies/,,,,,,,,,,,,,Lactation Biologics,False,False,True,False,False,,
471,"Complete, no interview",,In Development,2020.0,2020,,,,,,,,False,,,True,Tunable ECMs for T Cell Therapies,Tunable hydrogels that enhance adoptively transferred immune cell efficacy during manufacturing by mimicking target tissue biomechanics.,,Extracellular matrix biomechanics,Biomimics ECM fibrous viscoelastic mechanical environment for T cell expansion,False,Animalia,Chordates,,Organ,Tissue,Organ System,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/tunable-ecms-for-more-effective-t-cell-therapies/,,,,,,,,,,,,,Tunable ECMs for T Cell Therapies,False,True,False,False,False,,
472,"Complete, no interview",,In Development,2021.0,2021,,,,,,,,False,,,True,FeCILL,Novel antifungal drug delivery vehicle that targets drugs directly to infection sites reducing harmful side effects in severe fungal infections.,,Fungal iron siderophore acquisition,Bioinspired by fungal siderophore iron chelation for targeted antifungal delivery,False,Fungi,Fungi,,Population,Organism,Community,2.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/fecill-targeted-treatment-for-severe-fungal-infections/,,,,,,,,,,,,,FeCILL,False,True,True,False,False,,
473,"Complete, no interview",,In Development,2021.0,2021,,,,,,,,False,,,True,Pancreatitis Tx,First disease-modifying engineered protein therapy that can be systemically applied to safely treat patients with different forms of pancreatitis.,,Pancreatic enzyme biology,Bioutilizes pancreatic enzyme protein biology for engineered therapeutic,False,Animalia,Chordates,,Organ System,Organ,Organism,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/pancreatitis-tx/,,,,,,,,,,,,,Pancreatitis Tx,False,False,True,False,False,,
474,"Complete, no interview",,In Development,2021.0,2021,,,,,,,,False,,,True,CircaVent,"Drug discovery platform combining predictive algorithms, high-throughput preclinical models, and human organoids to identify drugs for mental health conditions.",,Circadian clock gene biology; brain organoids,Bioinspired by circadian clock gene regulatory networks in brain biology,False,Animalia,Chordates,,Tissue,Cell,Organ,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/circavent-a-drug-discovery-platform-for-mental-health-conditions/,,,,,,,,,,,,,CircaVent,False,False,True,False,False,,
475,"Complete, no interview",,In Development,2022.0,2022,,,,,,,,False,,,True,Single-Cell Encapsulation,Immuno-material approach encapsulating mesenchymal stromal cells to prolong their activity in modulating the immune system for cell therapies.,,Cell niche microenvironment,Biomimics the in vivo cell niche microenvironment for mesenchymal cell encapsulation,False,Animalia,Chordates,,Tissue,Cell,Organ,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/single-cell-encapsulation-for-improved-cell-therapies/,,,,,,,,,,,,,Single-Cell Encapsulation,False,False,True,False,False,,
476,"Complete, no interview",,In Development,2022.0,2022,,,,,,,,False,,,True,SomaCode,Cell therapy platform identifying unique molecular zip codes for disease and engineering cells to home to those sites for safer and more effective therapy.,,Cellular homing signals (chemokines),Bioinspired by chemokine-mediated cell homing signals in biology,False,Animalia,Chordates,,Tissue,Cell,Organ,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/somacode-getting-cell-therapies-where-they-need-to-go/,,,,,,,,,,,,,SomaCode,False,False,True,False,False,,
477,"Complete, no interview",,In Development,2019.0,2019,,,,,,,,False,,,True,OMNIVAX,Immuno-material-based modular vaccine platform for safe and effective therapeutic and prophylactic vaccines against viral and bacterial threats.,,Lymph node immune architecture,Biomimics lymph node architecture with immune activation zones,False,Animalia,Chordates,,Organ System,Organ,Organism,2.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/omnivax-broadly-deployable-infection-vaccine-platform/,,,,,,,,,,,,,OMNIVAX,False,True,True,False,False,,
478,"Complete, no interview",,In Development,2020.0,2020,,,,,,,,False,,,True,Bone Marrow-Like Scaffolds,Implantable bone marrow cryogel to accelerate full reconstitution of immune system including T cell immunity in post-chemotherapy patients.,,Bone marrow tissue architecture,Biomimics bone marrow 3D architecture and hematopoietic microenvironment,False,Animalia,Chordates,,Organ,Tissue,Organ System,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/bone-marrow-like-scaffolds-for-accelerating-immune-reconstitution/,,,,,,,,,,,,,Bone Marrow-Like Scaffolds,False,True,False,False,False,,
479,"Complete, no interview",,In Development,2020.0,2020,,,,,,,,False,,,True,Injectable Alginate Hydrogels,"Biomaterial platform for localized drug delivery directly to target tissues to improve therapeutic effectiveness for cancer, pain, and other conditions.",,Extracellular matrix biology,Biomimics ECM molecular composition and mechanical properties,False,Animalia,Chordates,,Organ,Tissue,Organ System,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/injectable-alginate-hydrogels-for-medical-applications/,,,,,,,,,,,,,Injectable Alginate Hydrogels,False,False,True,False,False,,
480,"Complete, no interview",,Commercially Available,2021.0,2021,,,,,,,,False,,Unravel Biosciences,True,CogniXense,Target-agnostic drug discovery platform for repurposing drugs for rare genetic diseases by combining computational prediction with animal model development.,,Biological animal models; brain organoids,Bioutilizes brain organoids derived from human pluripotent stem cells,False,Animalia,Chordates,,Tissue,Cell,Organ,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/cognixense-modeling-cognitive-disorders/,,,,,,,,,,,,,CogniXense,False,False,True,False,False,,
481,"Complete, no interview",,In Development,2022.0,2022,,,,,,,,False,,,True,Engineered Brain Organoids,3D brain-like structures derived from pluripotent stem cells recapitulating tissue microenvironment for modeling neurological diseases and testing therapies.,,Neural brain organoid development,Bioutilizes 3D brain-like organoid models for disease modeling,False,Animalia,Chordates,,Organ System,Organ,Organism,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/engineered-brain-organoids/,,,,,,,,,,,,,Engineered Brain Organoids,False,False,True,False,False,,
482,"Complete, no interview",,In Development,2020.0,2020,,,,,,,,False,,,True,Microfluidic Drug Encapsulation,Microfluidic platform for encapsulating biologic drugs to improve their delivery to target cells and tissues overcoming challenges of large molecular size.,,Cell membrane vesicular encapsulation,Biomimics cell membrane-based vesicular drug encapsulation,False,Animalia,Chordates,,Tissue,Cell,Organ,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/microfluidic-drug-encapsulation/,,,,,,,,,,,,,Microfluidic Drug Encapsulation,False,False,True,False,False,,
483,"Complete, no interview",,Commercially Available,2019.0,2019,,,,,,,,False,,,True,Focused Rotary Jet Spinning,Manufacturing technique that rapidly spins polymers into long fibers easily shaped into heart valves for treating cardiac diseases in children and adults.,,Fibrous ECM; heart valve leaflet tissue,Biomimics fibrous ECM of heart valve leaflets using rotary jet spinning,False,Animalia,Chordates,,Organ,Tissue,Organ System,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/jetvalve-for-heart-regeneration/,,,,,,,,,,,,,Focused Rotary Jet Spinning,False,True,False,False,False,,
